-0.609427 -1.36949 -1.36133 -1.23319 -1.30496 -0.860586 0 -0.489753 -0.839451 -0.266217 -0.433807 -0.631342 -0.0453797 -0.059622 -0.21688 -0.0602984 -0.0774084 -0.235469 -0.560185 -0.636661 -0.797155 -0.192808 -0.393074 -0.616339 -0.130811 -0.178472 -0.23423 -0.252132 -0.335344 -0.411942 -4.9438e-18 -1.76789e-18 1.04814e-17 -0.689162 -0.819829 -0.978462 -1.45049 -1.61055 -1.38029 -1.5021 -0.917548 -1.0114 -0.827539 -0.895715 -0.92976 -1.00042 -0.835104 -0.885503 -1.07318 -1.36153 -1.02123 -1.29253 -1.19871 -1.45778 -1.14157 -1.36917 -0.512367 -0.601729 -0.473264 -0.554655 -0.364082 -0.502066 -0.634004 
-0.609383 -1.32977 -1.32083 -1.28696 -1.25641 -0.860391 0 -0.489753 -0.839451 -0.266057 -0.433728 -0.631326 0.0672306 -0.00679396 -0.203627 0.0536487 -0.0266386 -0.22445 -0.503916 -0.620183 -0.797774 -0.129293 -0.410219 -0.628047 -0.129775 -0.177886 -0.233914 -0.252132 -0.335344 -0.411942 -4.9438e-18 -1.76789e-18 1.04814e-17 -0.689162 -0.819829 -0.978462 -1.40333 -1.57181 -1.38029 -1.5021 -0.9144 -1.01054 -0.827539 -0.895715 -0.92821 -0.999942 -0.835104 -0.885503 -1.13572 -1.36153 -1.02123 -1.29253 -1.14342 -1.40959 -1.14157 -1.36917 -0.512367 -0.601729 -0.473264 -0.554655 -0.364082 -0.502066 -0.634004 
-0.609383 -1.32818 -1.32256 -1.30975 -1.30653 -0.860153 0 -0.489753 -0.839451 -0.265978 -0.433706 -0.631359 0.108978 -0.00915456 -0.238806 0.0903477 -0.0315612 -0.262635 -0.287051 -0.485619 -0.711522 -0.152404 -0.473456 -0.702265 -0.129031 -0.177563 -0.233811 -0.252132 -0.335344 -0.411942 -4.9438e-18 -1.76789e-18 1.04814e-17 -0.689162 -0.819829 -0.978462 -1.38636 -1.57027 -1.38029 -1.5021 -0.911845 -1.00992 -0.827539 -0.895715 -0.927123 -0.999676 -0.835104 -0.885503 -1.17424 -1.36153 -1.02123 -1.29253 -1.16304 -1.40959 -1.14157 -1.36917 -0.512367 -0.601729 -0.473264 -0.554655 -0.364082 -0.502066 -0.634004 
-0.609391 -1.33212 -1.33372 -1.25632 -1.24257 -0.859872 0 -0.489753 -0.839451 -0.26587 -0.433657 -0.631323 0.184134 0.0180944 -0.223339 0.169548 -0.000742657 -0.24389 -0.147503 -0.399438 -0.663919 -0.101319 -0.458237 -0.689954 -0.128353 -0.177327 -0.233779 -0.252132 -0.335344 -0.411942 -4.9438e-18 -1.76789e-18 1.04814e-17 -0.689162 -0.819829 -0.978462 -1.38021 -1.57027 -1.38029 -1.5021 -0.909537 -1.00936 -0.827539 -0.895715 -0.926268 -0.999483 -0.835104 -0.885503 -1.16242 -1.36153 -1.02123 -1.29253 -1.13643 -1.39585 -1.14157 -1.36917 -0.512367 -0.601729 -0.473264 -0.554655 -0.364082 -0.502066 -0.634004 
-0.609321 -1.27659 -1.2784 -1.28605 -1.20672 -0.85957 0 -0.489753 -0.839451 -0.265769 -0.43363 -0.631258 0.247216 0.0323966 -0.193784 0.242078 0.0207603 -0.207959 -0.125527 -0.40122 -0.671736 -0.192203 -0.546106 -0.730505 -0.12779 -0.177194 -0.233817 -0.252132 -0.335344 -0.411942 -4.9438e-18 -1.76789e-18 1.04814e-17 -0.689162 -0.819829 -0.978462 -1.35014 -1.51995 -1.38029 -1.5021 -0.907468 -1.00889 -0.827539 -0.895715 -0.925613 -0.999373 -0.835104 -0.885503 -1.16917 -1.36153 -1.02123 -1.29253 -1.10413 -1.36027 -1.14157 -1.36917 -0.512367 -0.601729 -0.473264 -0.554655 -0.364082 -0.502066 -0.634004 
-0.609155 -1.17981 -1.17338 -1.29862 -1.27574 -0.859292 0 -0.489753 -0.839451 -0.265777 -0.433695 -0.631228 0.229349 -0.0183086 -0.199546 0.222914 -0.0284958 -0.212403 -0.101928 -0.397827 -0.651409 -0.288336 -0.619206 -0.762744 -0.127342 -0.177155 -0.233909 -0.252132 -0.335344 -0.411942 -4.9438e-18 -1.76789e-18 1.04814e-17 -0.689162 -0.819829 -0.978462 -1.2918 -1.42557 -1.38029 -1.5021 -0.905636 -1.00852 -0.827539 -0.895715 -0.925143 -0.999341 -0.835104 -0.885503 -1.17854 -1.36153 -1.02123 -1.29253 -1.1088 -1.36027 -1.14157 -1.36917 -0.512367 -0.601729 -0.473264 -0.554655 -0.364082 -0.502066 -0.634004 
-0.609066 -1.13761 -1.13196 -1.21054 -1.17802 -0.858975 0 -0.489753 -0.839451 -0.265917 -0.433847 -0.631228 0.118384 -0.118748 -0.233193 0.105743 -0.133987 -0.249878 -0.0734665 -0.410846 -0.62305 -0.416168 -0.659478 -0.752797 -0.127481 -0.1772 -0.234042 -0.252132 -0.335344 -0.411942 -4.9438e-18 -1.76789e-18 1.04814e-17 -0.689162 -0.819829 -0.978462 -1.2358 -1.38441 -1.33214 -1.46397 -0.904448 -1.00852 -0.827539 -0.895715 -0.924841 -0.999341 -0.835104 -0.885503 -1.15596 -1.34016 -1.08597 -1.29253 -1.08033 -1.33179 -1.08463 -1.32112 -0.512367 -0.601729 -0.473264 -0.554655 -0.364082 -0.502066 -0.634004 
-0.609117 -1.15765 -1.16047 -1.14965 -1.21368 -0.858649 0 -0.489753 -0.839451 -0.266055 -0.433976 -0.631169 0.0171771 -0.20089 -0.247908 0.00550886 -0.217935 -0.266933 -0.147108 -0.487524 -0.637839 -0.508137 -0.739326 -0.768337 -0.127884 -0.177346 -0.234225 -0.252132 -0.335344 -0.411942 -4.9438e-18 -1.76789e-18 1.04814e-17 -0.689162 -0.819829 -0.978462 -1.19975 -1.38441 -1.31481 -1.46245 -0.903863 -1.00852 -0.827539 -0.895715 -0.924711 -0.999341 -0.835104 -0.885503 -1.12132 -1.28271 -1.12585 -1.29253 -1.06914 -1.33179 -1.10483 -1.32112 -0.512367 -0.601729 -0.473264 -0.554655 -0.364082 -0.502066 -0.634004 
-0.609139 -1.16814 -1.17159 -1.1496 -1.22259 -0.858386 0 -0.489753 -0.839451 -0.266181 -0.434019 -0.630977 -0.0787915 -0.235101 -0.222899 -0.0859879 -0.248833 -0.240725 -0.274353 -0.57616 -0.671722 -0.633266 -0.785573 -0.764725 -0.128514 -0.177585 -0.234441 -0.252132 -0.335344 -0.411942 -4.9438e-18 -1.76789e-18 1.04814e-17 -0.689162 -0.819829 -0.978462 -1.17448 -1.38441 -1.30853 -1.46245 -0.903833 -1.00852 -0.827539 -0.895715 -0.92475 -0.999341 -0.835104 -0.885503 -1.09437 -1.28266 -1.11362 -1.29253 -1.06268 -1.33179 -1.07743 -1.30742 -0.512367 -0.601729 -0.473264 -0.554655 -0.364082 -0.502066 -0.634004 
-0.609112 -1.156 -1.15671 -1.23082 -1.26048 -0.85817 0 -0.489753 -0.839451 -0.266349 -0.434012 -0.630687 -0.199848 -0.242736 -0.176618 -0.208783 -0.254979 -0.193483 -0.360165 -0.620595 -0.676113 -0.719547 -0.787939 -0.737946 -0.129283 -0.177878 -0.234677 -0.252132 -0.335344 -0.411942 -4.9438e-18 -1.76789e-18 1.04814e-17 -0.689162 -0.819829 -0.978462 -1.15139 -1.38441 -1.27784 -1.41291 -0.904275 -1.00852 -0.827539 -0.895715 -0.924937 -0.999341 -0.835104 -0.885503 -1.0917 -1.28266 -1.12061 -1.29253 -1.06616 -1.33179 -1.04418 -1.27194 -0.512367 -0.601729 -0.473264 -0.554655 -0.364082 -0.502066 -0.634004 
