==> processing options	
==> Loading data set	
==> define loss	
nn.StructuredHingeLoss
==> loading model	
nn.Sequential {
  [input -> (1) -> (2) -> (3) -> (4) -> (5) -> output]
  (1): nn.SeqBRNN @ nn.Sequential {
    [input -> (1) -> (2) -> output]
    (1): nn.ConcatTable {
      input
        |`-> (1): nn.SeqLSTM
        |`-> (2): nn.Sequential {
        |      [input -> (1) -> (2) -> (3) -> output]
        |      (1): nn.SeqReverseSequence
        |      (2): nn.SeqLSTM
        |      (3): nn.SeqReverseSequence
        |    }
         ... -> output
    }
    (2): nn.CAddTable
  }
  (2): nn.Sequencer @ nn.Recursor @ nn.Dropout(0.8, busy)
  (3): nn.SeqBRNN @ nn.Sequential {
    [input -> (1) -> (2) -> output]
    (1): nn.ConcatTable {
      input
        |`-> (1): nn.SeqLSTM
        |`-> (2): nn.Sequential {
        |      [input -> (1) -> (2) -> (3) -> output]
        |      (1): nn.SeqReverseSequence
        |      (2): nn.SeqLSTM
        |      (3): nn.SeqReverseSequence
        |    }
         ... -> output
    }
    (2): nn.CAddTable
  }
  (4): nn.Sequencer @ nn.Recursor @ nn.Dropout(0.8, busy)
  (5): nn.StructLayer
}
==> predict 	
Filename: ep02-Rachel-4000-mod_1125218.txt, score: 147.46018946874, y_hat: [175, 179], y: [26, 175], loss: 76.5	
Filename: ep02-Rachel-4000-mod_1392687.txt, score: 39.25627743906, y_hat: [25, 51], y: [26, 53], loss: 1.5	
Filename: ep02-Rachel-4000-mod_1618614.txt, score: 148.01109509083, y_hat: [11, 49], y: [26, 66], loss: 16	
Filename: ep02-Rachel-4000-mod_675261.txt, score: 147.83817104789, y_hat: [24, 125], y: [26, 130], loss: 3.5	
Filename: ep12-Rachel-2825-mod_1113330.txt, score: 63.209800354759, y_hat: [24, 76], y: [26, 78], loss: 2	
Filename: ep12-Rachel-2825-mod_1121619.txt, score: 147.28731426527, y_hat: [25, 109], y: [26, 110], loss: 1	
Filename: ep12-Rachel-2825-mod_1192495.txt, score: 51.761816934141, y_hat: [23, 74], y: [26, 81], loss: 5	
Filename: ep12-Rachel-2825-mod_1217912.txt, score: 47.928725969319, y_hat: [25, 97], y: [26, 97], loss: 0.5	
Filename: ep12-Rachel-2825-mod_1238744.txt, score: 46.140551495379, y_hat: [27, 64], y: [26, 66], loss: 1.5	
Filename: ep12-Rachel-2825-mod_149035.txt, score: 136.43351234381, y_hat: [17, 21], y: [26, 99], loss: 43.5	
Filename: ep12-Rachel-2825-mod_1661631.txt, score: 100.59971489457, y_hat: [24, 116], y: [26, 118], loss: 2	
